<<<15:21:11:177433>>>
* Screen coordinates (503, 8) choosen in zone #2.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (266, 0).
* Maximum (x, y) are (1333, 150).
* Mid (x, y) are (799, 75).
<<<15:21:11:177433>>>  Image at Pix\Faraway_Objects\Galaxies\1.png choosen for background...
<<<15:21:11:178837>>>
* Screen coordinates (879, 794) choosen in zone #6.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (266, 750).
* Maximum (x, y) are (1333, 900).
* Mid (x, y) are (799, 825).
<<<15:21:11:178837>>>  Image at Pix\Faraway_Objects\Asteroids\7.png choosen for background...
<<<15:21:11:181829>>>  Pix\Homeworlds\Desert\8.png loaded as pixie for Earth...
<<<15:21:11:181829>>>  Image at Pix\Homeworlds\Desert\8.png chosen as homeworld pix for Earth's...
<<<15:21:11:181829>>>  Pix\Moons\5.png loaded as pixie for Moon #2...
<<<15:21:11:227297>>>  Pix\Snails\Green_Snail\Spells\Spellready_Icon\spellready.png returned as pixie for Tank #1 Green Player Tank...
<<<15:21:11:227297>>>  Tank #1 Green Player Tank successfully created!
<<<15:21:11:272929>>>  Pix\Snails\Red_Snail\Spells\Spellready_Icon\spellready.png returned as pixie for Tank #2 Red AI Tank...
<<<15:21:11:272929>>>  Tank #2 Red AI Tank successfully created!
<<<15:21:11:319194>>>  Pix\Snails\Yellow_Snail\Spells\Spellready_Icon\spellready.png returned as pixie for Tank #3 Yellow AI Tank...
<<<15:21:11:319194>>>  Tank #3 Yellow AI Tank successfully created!
<<<15:21:11:322739>>>
* *** Tank #2 Red AI Tank USING CLEAR SKIES FUNCTION ***
* Moon #2 at (-2009.458386214537, 12582.402649731977), angle 1.7291628365094538 rads.
* Tank #2 Red AI Tank at (-5517.44784751066, -3185.499999999998), angle 3.665191429188092.
* Angle Between is 1.936028592678638 rads.
<<<15:21:11:322739>>>  Tank #2 Red AI Tank saw no celestials or cannonballs above their heads and is casting Gravity...
<<<15:21:11:322739>>>  Successfully removed spellready icon from Tank #2 Red AI Tank's effect list!
<<<15:21:11:322739>>>  Tank #3 Yellow AI Tank chose to move to 4.6523, cururently at 5.7596.
<<<15:21:11:322739>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:322739>>>  Tank #3 Yellow AI Tank chose to move...
<<<15:21:11:338366>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:354987>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:370876>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:386888>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:402524>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:419713>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:435659>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:452092>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:469309>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:486161>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:502733>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:518940>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:534491>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:551057>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:566510>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:584732>>>  Successfully removed spellready icon from Tank #1 Green Player Tank's effect list!
<<<15:21:11:584732>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:599899>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:615442>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:631473>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:648005>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:663849>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:679669>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:695872>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:711841>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:729191>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:745916>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:761800>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:778062>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:794481>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:811796>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:828028>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:843460>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:859914>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:875737>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:891725>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:908613>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:925227>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:941881>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:957975>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:974712>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:11:990541>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:12:007316>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:12:023243>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:12:039639>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:12:056171>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:12:072977>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:12:089046>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:12:104724>>>  Tank #3 Yellow AI Tank moved one unit CW...
<<<15:21:12:120681>>>  Tank #3 Yellow AI Tank moved one unit CW...
