<<<14:39:14:642809>>>
* Screen coordinates (120, 665) choosen in zone #8.
* Screen dimensions are 1600 wide by 900 high.
* Minimum (x, y) are (0, 150).
* Maximum (x, y) are (266, 750).
* Mid (x, y) are (133, 450).
<<<14:39:14:642809>>>  Image at Pix\Faraway_Objects\Quasars\4.png choosen for background...
<<<14:39:14:646776>>>  Pix\Homeworlds\Tundra\8.png loaded as pixie for Earth...
<<<14:39:14:646776>>>  Image at Pix\Homeworlds\Tundra\8.png chosen as homeworld pix for Earth's...
<<<14:39:14:646776>>>  Pix\Moons\8.png loaded as pixie for Moon #2...
<<<14:39:14:692438>>>  Pix\Snails\Green_Snail\Spells\Spellready_Icon\spellready.png returned as pixie for Tank #1 Green Player Tank...
<<<14:39:14:692438>>>  Tank #1 Green Player Tank successfully created!
<<<14:39:14:737657>>>  Pix\Snails\Red_Snail\Spells\Spellready_Icon\spellready.png returned as pixie for Tank #2 Red AI Tank...
<<<14:39:14:737657>>>  Tank #2 Red AI Tank successfully created!
<<<14:39:14:780980>>>  Pix\Snails\Yellow_Snail\Spells\Spellready_Icon\spellready.png returned as pixie for Tank #3 Yellow AI Tank...
<<<14:39:14:780980>>>  Tank #3 Yellow AI Tank successfully created!
<<<14:39:14:785832>>>
* *** Tank #2 Red AI Tank USING CLEAR SKIES FUNCTION ***
* Moon #2 at (-7673.5421314974155, -10172.095683881682), angle -2.21708952126859 rads.
* Tank #2 Red AI Tank at (-5517.44784751066, -3185.499999999998), angle 3.665191429188092.
* Angle Between is 0.40090435672290425 rads.
* The skies are NOT clear, Tank #2 Red AI Tank shouldn't use Gravity...
<<<14:39:14:785832>>>
* *** Tank #3 Yellow AI Tank USING CLEAR SKIES FUNCTION ***
* Moon #2 at (-7673.5421314974155, -10172.095683881682), angle -2.21708952126859 rads.
* Tank #3 Yellow AI Tank at (5517.447847510657, -3185.5000000000027), angle 5.759586531581287.
* Angle Between is 1.6934907456702906 rads.
<<<14:39:14:785832>>>  Tank #3 Yellow AI Tank saw no celestials or cannonballs above their heads and is casting Gravity...
<<<14:39:14:785832>>>  Successfully removed spellready icon from Tank #3 Yellow AI Tank's effect list!
<<<14:39:14:799479>>>  Tank #2 Red AI Tank chose to move to 2.793, cururently at 3.6652.
<<<14:39:14:799479>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:799479>>>  Tank #2 Red AI Tank chose to move...
<<<14:39:14:816083>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:832817>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:849174>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:864748>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:882138>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:897918>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:914074>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:930669>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:946899>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:963444>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:978791>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:14:995307>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:010732>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:026833>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:042978>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:060107>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:077244>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:092626>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:108908>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:125364>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:141565>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:158150>>>  Successfully removed spellready icon from Tank #1 Green Player Tank's effect list!
<<<14:39:15:159501>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:176260>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:192320>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:208409>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:226351>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:240600>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:257361>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:273541>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:290601>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:306684>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:323437>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:339537>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:356322>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:372307>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:388558>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:405189>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:422524>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:439531>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:455065>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:471917>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:488391>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:505189>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:521129>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:537598>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:554084>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:570507>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:587199>>>  Tank #2 Red AI Tank moved one unit CW...
<<<14:39:15:620497>>>  Successfully removed spellready icon from Tank #2 Red AI Tank's effect list!
<<<14:39:15:917674>>>  Successfully removed spellbook from Tank #1 Green Player Tank's effect list!
<<<14:39:15:917674>>>  Deleting effect pixie portal-closing...
<<<14:39:16:082702>>>  Successfully removed spellbook from Tank #3 Yellow AI Tank's effect list!
<<<14:39:16:082702>>>  Tank #3 Yellow AI Tank chose to move to 6.2437, cururently at 5.7596.
<<<14:39:16:082702>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<14:39:16:082702>>>  Tank #3 Yellow AI Tank chose to move...
<<<14:39:16:082702>>>  Deleting effect pixie gravity-rising...
<<<14:39:16:082702>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<14:39:18:632532>>>  Successfully removed spellbook from Tank #2 Red AI Tank's effect list!
<<<14:39:18:632532>>>  Tank #2 Red AI Tank chose to shoot...
<<<14:39:18:632532>>>  Tank #2 Red AI Tank chose to shoot...
<<<14:39:18:632532>>>  Tank #2 Red AI Tank is checking targeting info...
<<<14:39:18:632532>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<14:39:18:632532>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<14:39:18:632532>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<14:39:18:632532>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<14:39:18:649255>>>  Tank #2 Red AI Tank is checking targeting info...
<<<14:39:18:649255>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<14:39:18:649255>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<14:39:18:649255>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<14:39:18:649255>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<14:39:18:666006>>>  Tank #2 Red AI Tank is checking targeting info...
<<<14:39:18:666006>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<14:39:18:666006>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<14:39:18:666006>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<14:39:18:666006>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<14:39:18:682429>>>  Tank #2 Red AI Tank is checking targeting info...
<<<14:39:18:682429>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<14:39:18:682429>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<14:39:18:682429>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<14:39:18:682429>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<14:39:18:699039>>>  Tank #2 Red AI Tank is checking targeting info...
<<<14:39:18:699039>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<14:39:18:699039>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<14:39:18:699039>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<14:39:18:699039>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<14:39:18:715927>>>  Tank #2 Red AI Tank is checking targeting info...
<<<14:39:18:715927>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
<<<14:39:18:715927>>>  Tank #2 Red AI Tank Launch speed not within tolerances, adjusting firing solution...
<<<14:39:18:715927>>>  Tank #2 Red AI Tank adjusted targeting angle one unit CCW...
<<<14:39:18:715927>>>  Tank #3 Yellow AI Tank moved one unit CCW...
<<<14:39:18:732449>>>  Tank #2 Red AI Tank is checking targeting info...
<<<14:39:18:732449>>>  Tank #2 Red AI Tank Launch angle not within tolerances, adjusting firing solution...
